SL No,Dispo_No,Dispo_Date,PO_No,Mkt_Ref_No,Style_No,color,Dispo Qty(Yds),PO_Qty,End_Buyer,garments_name,Process_Type,fabric_type,Weave_Type,composition,Total_Ends,Warp_Count,Weft Count,finish_type,construction,Dispo Grey Yarn Req (Warp),Dispo Grey Yarn Req (Weft),Dispo Dyed Yarn Req (Warp),Dispo Dyed Yarn Req (Weft),dispo_grey_qty,Req Grey Fabrics(YDS),Color Warp,Color Weft,Reed No,finish_width,Warp Length,Receive Warp Length,Remining Warp Length,Warp Plane,Acc.Holder,Total Grey Yarn Issued,S/W Total Yarn Issued Qty,Warp Yarn Consumption,Weft Yarn Consumption,DO No,DO Qty,Delivery Qty,Remarks,Short Excess Production,Print,Sample Qty.,Dispo Ref.,Type,Excess Dispo,Excess Qty,1st Gray Receive,Full Gray Receive,Hand Loom Delivery,Sample Delivery,PP Sample,Full Delivery,Test Sample,PP Sample,1st Delivery,2nd Delivery,3rd Delivery,Full Qty Delivery,Hanger,Dye Lot,ppsample,1st Delivery,2nd Delivery,Full Qty Delivery,3rd  Delivery,,,
726,108910,17 Aug 2023,230801835R-2,P230710781,6612M+6601S+6601Y+5580M,DUSTY SAGE MSCC 46742,"4,441.00 ","4,441.00 ",M&S,SHAMS STYLING WEAR LIMITED,S/D,Solid,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"7,450.00 ",20(21) ,16+70D,Face Side Peach,130x60/20x16+70D,0.00 ,0.00 ,0.00 ,0.00 ,"5,076.00 ","5,551.16 ",1,1,100/2,74.5,0.00 ,0.00 ,0.00 ,0.00 ,Muzahid,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,21 Aug 2023,21 Aug 2023,,,,28 Aug 2023,,,,,,,,,,
727,108911,22 Aug 2023,230801835R-2,P230813153,5580M,Paprika,"1,544.00 ","1,544.00 ",M&S,SHAMS STYLING WEAR LIMITED,S/D,Solid,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"7,450.00 ",20(21) ,16+70D,Face Side Peach,130x60/20x16+70D,0.00 ,0.00 ,0.00 ,0.00 ,"2,017.00 ","2,205.81 ",1,1,100/2,74.5,0.00 ,0.00 ,0.00 ,0.00 ,Muzahid,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,21 Aug 2023,21 Aug 2023,,,,28 Aug 2023,,,,,,,,,,
728,108912,28 Aug 2023,230801835R-2,P230813154,5580M,Coral,810.00 ,810.00 ,M&S,SHAMS STYLING WEAR LIMITED,S/D,Solid,2/1 “S” Twill,98% BCI Cotton + 2% Spandex.,"7,450.00 ",20(21) ,16+70D,Face Side Peach,130x60/20x16+70D,0.00 ,0.00 ,0.00 ,0.00 ,"1,058.00 ","1,157.04 ",1,1,100/2,74.5,0.00 ,0.00 ,0.00 ,0.00 ,Muzahid,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,21 Aug 2023,21 Aug 2023,,,,28 Aug 2023,,,,,,,,,,
729,108913,16 Aug 2023,200701031,P200706072,,White,"5,468.05 ","50,000.00 ",PARAMOUNT TEXTILE LTD (Factory),PARAMOUNT TEXTILE LTD (Factory),S/D,White,"3/1 ""S"" Twill",65% Polyester + 35% Cotton (PC),"7,250.00 ",45/2TC,45/2TC,Soft,128X60/45/2TCX45/2TC,"1,171.62 ",572.39 ,"1,171.62 ",572.39 ,"5,556.00 ","6,076.10 ",1,1,58/4,62.5,"6,095.62 ",0.00 ,"6,095.62 ","6,090.00 ",Md. Jubaidur Rahman,"1,744.01 ",0.00 ,"1,171.62 ",561.80 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,26 Aug 2020,,,,,,,,,,
730,108914,17 Aug 2023,230801841,P230710645,CH Resort Shirt BB,As per approved Strike off Dispo#RPH230101574(P230710645)Date : 06-08-23,"3,940.00 ","3,940.00 ",Varner,GLOBUS GARMENTS LTD.,All Over Print,Approved Handloom,Plain,100% BCI Cotton,"4,788.00 ",40,16 SL,Soft,84x44/40x16Slub,373.44 ,520.02 ,373.44 ,520.02 ,"4,619.00 ","5,051.38 ",1,1,70/2,68.4,"5,071.27 ",0.00 ,"5,071.27 ","5,070.00 ",Shohel Rana,893.46 ,0.00 ,373.44 ,520.02 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,31 Aug 2023,,,,10 Sep 2023,,,,,,,,,,
731,108915,17 Aug 2023,230801842,P230304156,Ch Linen Shirt SB SS,"As per approved Handloom# H230102028(P230304156)Date : 21-03-23 and Additional color of Dispo#408355, 408361, 108488","1,000.00 ","1,000.00 ",Varner,GLOBUS GARMENTS LTD.,S/D,Solid,Plain,55% Linen + 45% BCI Cotton,"4,234.00 ",21 L/C,21L/C,Soft,70x54/21LCx21LC,0.00 ,0.00 ,0.00 ,0.00 ,"1,089.00 ","1,190.94 ",1,1,58/2,73,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,05 Sep 2023,,,,,,,,,,
732,108916,17 Aug 2023,230801844,P230303185,274N077B,53 Green,"10,389.32 ","6,014.87 ",UNIQLO,Brandix Apparel Ltd.,All Over Print,Approved Sample,Plain,100% BCI Cotton,"7,650.00 ",60,60,Soft,132x102/60x60,0.00 ,0.00 ,0.00 ,0.00 ,"12,838.00 ","14,039.77 ",1,1,102/2,75,0.00 ,0.00 ,0.00 ,0.00 ,Md. Akib Zawad,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,05 Sep 2023,,,,,,,,,,
733,108917,22 Aug 2023,230801848,P230508644,"Ch Linen Shorts BB SS24, PO-3701126","As per approved Lab dip#P230508644(23S-02193)-Option A, Date : 05-06-23","4,787.00 ","4,787.00 ",Varner,DEKKO DESIGNS LTD. ,S/D,Solid,Plain,55% Linen + 45% BCI Cotton,"3,600.00 ",16(15) LC,16(15) LC,Soft,62x47/16LCx16LC,855.38 ,752.05 ,855.38 ,752.05 ,"5,211.00 ","5,698.80 ",1,1,48/2,75,"5,914.21 ",0.00 ,"5,914.21 ","5,910.00 ",Shohel Rana,"1,607.43 ",0.00 ,855.38 ,752.05 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,31 Aug 2023,,,,10 Sep 2023,,,,,,,,,,
734,108918,17 Aug 2023,230801831,P221112782,,White other/printed,"2,857.13 ","2,657.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,S/D + All Over Print,Printed,Plain,100% CMIA Cotton,"7,670.00 ",40,40,Soft,133x72/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"3,349.00 ","3,662.50 ",1,1,118/2,65,0.00 ,0.00 ,0.00 ,0.00 ,Taufiqul,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,02 Sep 2023,,,,,,,,,,
735,108919,17 Aug 2023,230801822R-1,P230711761,N011G,21 LIGHT ORANGE,"6,432.64 ","6,432.63 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,Plain,100% Linen,"3,420.00 ",21 Linen,21 Linen,Soft,60x54/21x21,779.25 ,833.94 ,779.25 ,833.94 ,"7,002.00 ","7,657.46 ",1,1,48/2,71.25,"7,859.04 ",0.00 ,"7,859.04 ","7,855.00 ",Md. Akib Zawad,"1,613.19 ",0.00 ,779.25 ,833.94 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,28 Aug 2023,,,,,03 Sep 2023,,28 Aug 2023,,,,,,,,
736,108920,17 Aug 2023,230801822R-1,P230711763,N011G,11 PINK,"7,981.19 ","7,981.19 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,Plain,100% Linen,"3,420.00 ",21 Linen,21 Linen,Soft,60x54/21x21,966.73 ,"1,034.59 ",966.73 ,"1,034.59 ","8,688.00 ","9,501.28 ",1,1,48/2,71.25,"9,750.98 ",0.00 ,"9,750.98 ","9,750.00 ",Md. Akib Zawad,"2,001.32 ",0.00 ,966.73 ,"1,034.59 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,28 Aug 2023,,,,,03 Sep 2023,,28 Aug 2023,,,,,,,,
737,108920,12 Nov 2023,230801822R-1,P230711763,N011G,11 PINK,"1,300.30 ","7,981.19 ",UNIQLO,GREEN TEXTILE LIMITED,S/D,Approved Sample,Plain,100% Linen,"3,420.00 ",21 Linen,21 Linen,Soft,60x54/21x21,207.90 ,216.89 ,207.90 ,216.89 ,"1,699.00 ","1,858.04 ",1,1,48/2,71.25,"2,025.26 ",0.00 ,"2,025.26 ","2,020.00 ",Md. Akib Zawad,424.79 ,0.00 ,207.90 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,28 Aug 2023,,,,,03 Sep 2023,,28 Aug 2023,,,,,,,,
738,108921,18 Sep 2023,230801846R-1,P230712168,DEP2100B,As per per approved Handloom#H230105303(P230712168)Date : 25-07-23,"18,650.00 ","18,650.00 ",Original Marines,Fashion Step Ltd,S/D,Approved Handloom,Dobby,100% BCI Cotton,"6,633.00 ",32,32,Soft,116x68/32x32,"2,587.98 ","1,731.84 ","2,587.98 ","1,731.84 ","19,161.00 ","20,954.66 ",1,1,99/2,67,"21,037.94 ",0.00 ,"21,037.94 ","21,000.00 ",Shohel Rana,"4,319.82 ",0.00 ,"2,587.98 ","1,661.87 ",,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,31 Aug 2023,31 Aug 2023,,,,10 Sep 2023,,,,,,,,,,
739,108922,17 Aug 2023,230801846R-1,P230712170,DEP0270NM,As per approved Handloom#RH230105305(P230712170)Date : 09-08-23,"4,450.00 ","4,450.00 ",Original Marines,Fashion Step Ltd,S/D,Approved Handloom,Dobby,100% BCI Cotton,"6,633.00 ",32,32,Soft,116x68/32x32,662.22 ,414.63 ,662.22 ,414.63 ,"4,732.00 ","5,174.96 ",1,1,99/2,67,"5,247.89 ",0.00 ,"5,247.89 ","5,240.00 ",Shohel Rana,"1,076.85 ",0.00 ,662.22 ,414.63 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,31 Aug 2023,31 Aug 2023,,,,10 Sep 2023,,,,,,,,,,
740,108923,19 Aug 2023,230801853,P230813031,"Style : 22002080, CPO : 698449, 698448",Approved Lab dip#23S-03288-C(comments : No more yellow) This is matching color for both Blazer and Shirts. So color must be maintain strictly.,"9,350.00 ","9,350.00 ",EXPRESS,AKH ECO APPARELS LTD,S/D,Solid,Plain,97% Cotton 3% Spandex,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"10,178.00 ","11,130.76 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,01 Sep 2023,01 Sep 2023,,,,11 Sep 2023,,,,,,,,,,
741,108924,20 Aug 2023,230801855R-1,P230508342,Yoke Linen Long Sleeve Shirt / Yoke Linen Solid Shirt / Yoke Linen Solid Shorts,"As per approved Lab Dip#23S-02136, Option#A, Date : 14-06-23","3,740.00 ","3,740.00 ",Varner,GLOBUS GARMENTS LTD.,S/D,Solid,Plain,55% Linen + 45% BCI Cotton,"3,600.00 ",16(15) LC,16(15) LC,Soft + Garments  will be Pigment Overdyed.,62x47/16LCx16LC,691.54 ,608.04 ,691.54 ,608.04 ,"4,171.00 ","4,561.45 ",1,1,48/2,75,"4,781.67 ",0.00 ,"4,781.67 ","4,780.00 ",Shohel Rana,"1,299.58 ",0.00 ,691.54 ,608.04 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,01 Sep 2023,,,,11 Sep 2023,,,,,,,,,,
742,108925,19 Aug 2023,230801859,P220910637,,22S-02177- A (But it’s needed to be little bit brighter),500.00 ,500.00 ,ZXY(BRAX),GRAPHICS TEXTILES LIMITED,WHITE,White,Plain,100% Cotton (Contamination Free),"8,316.00 ",50,50,Soft,144x80/50Conta.Freex50Conta,0.00 ,0.00 ,0.00 ,0.00 ,558.00 ,610.23 ,1,1,126/2,66,0.00 ,0.00 ,0.00 ,0.00 ,S.M Zahidul Islam,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,06 Sep 2023,,,,,,,06 Sep 2023,,,,,,,,
743,108926,22 Aug 2023,230801854,P230609633,Yoke Linen Long Sleeve Shirt / Yoke Linen Solid Shirt / Yoke Linen Solid Shorts,As per approved Handloom Dispo#H230104188(P230609633)Date : 19-06-23,"6,350.00 ","6,350.00 ",Varner,GLOBUS GARMENTS LTD.,S/D,Approved Handloom,Plain,55% Linen + 45% BCI Cotton,"3,550.00 ",16(15) LC,16(15) LC,Soft,62x47/16LCx16LC,"1,044.29 ",893.66 ,"1,044.29 ",893.66 ,"6,524.00 ","7,134.71 ",1,1,50/2,71,"7,322.23 ",0.00 ,"7,322.23 ","7,310.00 ",Shohel Rana,"1,937.95 ",0.00 ,"1,044.29 ",893.66 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,,01 Sep 2023,,,,11 Sep 2023,,,,,,,,,,
744,108927,19 Aug 2023,230801851R-1,P190809941,,"10-100, White",560.00 ,560.00 ,WEEKDAY,MOON READYWEAR  LTD,WHITE,Solid Look,Plain,100% BCI Cotton,"7,930.00 ",50,50,Soft,140x76/50x50,0.00 ,0.00 ,0.00 ,0.00 ,610.00 ,667.10 ,1,1,122/2,65,0.00 ,0.00 ,0.00 ,0.00 ,KIBRIA,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,11 Sep 2023,,,,,11 Sep 2023,,,,,,,,,,
745,108928,09 Sep 2023,230801860,P221214630,,black floral print,"1,730.00 ","1,730.00 ",BONPRIX(INTEGRA),INTEGRA APPARELS (BANGLADESH) LTD,S/D + All Over Print,Printed,Plain,100% Lenzing ecovero viscose,"5,805.00 ",40 Viscose,40 Viscose,Soft,106x80/40x40,0.00 ,0.00 ,0.00 ,0.00 ,"2,434.00 ","2,661.85 ",1,1,86/2,67.5,0.00 ,0.00 ,0.00 ,0.00 ,Taufiqul,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,04 Sep 2023,,,,,,,,,,
746,108929,26 Aug 2023,230801862R-2,P230813634,,Black As 23S-03518- C,"4,746.80 ","4,200.00 ",Tesco,HWEAR LIMITED,S/D,Solid,Plain,100% BCI Cotton,"7,695.00 ",32,32,Soft,134x72/32x32,931.82 ,465.17 ,931.82 ,465.17 ,"5,293.00 ","5,788.48 ",1,1,120/2,64.13,"6,430.13 ",0.00 ,"6,430.13 ","6,400.00 ",lukman Hossain,"1,396.99 ",0.00 ,931.82 ,465.17 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,01 Sep 2023,01 Sep 2023,,,,04 Sep 2023,,,,,,,,,,
747,108930,20 Aug 2023,230801869,P230712051,,ADP- 412;,"8,200.00 ","8,200.00 ",NEWLOOK,Continental Garments Ind. (Pvt.) Ltd.,S/D + All Over Print,Printed,Plain,100% Liva-Eco Viscose,"4,480.00 ",30 Viscose,30 Viscose,Airo Soft,80x68/30x30,0.00 ,0.00 ,0.00 ,0.00 ,"9,997.00 ","10,932.82 ",1,1,64/2,70,0.00 ,0.00 ,0.00 ,0.00 ,KIBRIA,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,24 Aug 2023,24 Aug 2023,,,,29 Aug 2023,,,,,,,,,,
748,108931,20 Aug 2023,230801869,P230712053,,ADP-352,"6,500.00 ","6,500.00 ",NEWLOOK,Continental Garments Ind. (Pvt.) Ltd.,S/D,Printed,Plain,100% Liva-Eco Viscose,"4,480.00 ",30 Viscose,30 Viscose,Airo Soft,80x68/30x30,0.00 ,0.00 ,0.00 ,0.00 ,"8,142.00 ","8,904.17 ",1,1,64/2,70,0.00 ,0.00 ,0.00 ,0.00 ,KIBRIA,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,24 Aug 2023,24 Aug 2023,,,,29 Aug 2023,,,,,,,,,,
749,108933,20 Aug 2023,230801870,P230203121,,34696- Olive geometric structure,"1,309.00 ","1,309.00 ",Tom Tailor,MAXCOM INTERNATIONAL (BD.) LTD.,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"7,722.00 ",32,32,Peach (As per Remarks),130x86/32x32,0.00 ,0.00 ,0.00 ,0.00 ,"1,662.00 ","1,817.58 ",1,1,118/2,65.44,0.00 ,0.00 ,0.00 ,0.00 ,Shaidul,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,08 Sep 2023,,,,,,,,,,
750,108934,20 Aug 2023,230801870,P230203124,,34697- Navy geometric structure,"4,091.00 ","4,091.00 ",Tom Tailor,MAXCOM INTERNATIONAL (BD.) LTD.,S/D + All Over Print,Printed,Plain,100% BCI Cotton,"7,722.00 ",32,32,Peach (As per Remarks),130x86/32x32,0.00 ,0.00 ,0.00 ,0.00 ,"4,796.00 ","5,244.95 ",1,1,118/2,65.44,0.00 ,0.00 ,0.00 ,0.00 ,Shaidul,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,,,,,,08 Sep 2023,,,,,,,,,,
751,108935,20 Aug 2023,230801873,P230101037,"Style#22002080, 22002081, CPO#698559, 698558","As per approved Bulk dispo#407965, PP date : 22-05-23","5,190.00 ","5,190.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"5,788.00 ","6,329.81 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
752,108936,20 Aug 2023,230801873,P230101038,"Style#22002080, 22002081, CPO#698559, 698558","As per Bulk Dispo#407966, PP approved Date : 27-05-23","6,920.00 ","6,920.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"7,717.00 ","8,439.39 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
753,108937,20 Aug 2023,230801873,P230101039,"Style#22002080, 22002081 , CPO#698559, 698558","As per approved Lab dip#23S-00280-E, Date : 25-03-23 and additional color of Dispo#408500","5,281.00 ","5,281.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"5,889.00 ","6,440.27 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
754,108937,07 Nov 2023,230801873,P230101039,"Style#22002080, 22002081 , CPO#698559, 698558","As per approved Lab dip#23S-00280-E, Date : 25-03-23 and additional color of Dispo#408500","2,499.99 ","5,281.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"2,969.00 ","3,246.93 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
755,108938,20 Aug 2023,230801873,P230101040,"Style#22002080, 22002081, CPO#698559, 698558","As per  Approved Bulk dispo#407967, Improve PP Date : 07-06-23","6,055.00 ","6,055.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"6,752.00 ","7,384.05 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
756,108939,20 Aug 2023,230801873,P230101043,"Style#22002080, 22002081, CPO#698559, 698558",As per Bulk Dispo#407968 & approved PP Date : 24-05-23,"5,190.00 ","5,190.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,692.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"5,518.00 ","6,034.54 ",1,1,81/3,71.54,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
757,108940,21 Aug 2023,230801873,P230304675,"Style#22002080, 22002081, CPO#698559, 698558","As per approved Lab dip#23S-01133-I, Date : 26-04-23, Comments : No more yellower .","9,644.99 ","9,645.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"10,755.00 ","11,761.78 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,General,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
758,108940,13 Nov 2023,230801873,P230304675,"Style#22002080, 22002081, CPO#698559, 698558","As per approved Lab dip#23S-01133-I, Date : 26-04-23, Comments : No more yellower .",200.13 ,"9,645.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,458.00 ,500.87 ,1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
759,108940,20 Nov 2023,230801873,P230304675,"Style#22002080, 22002081, CPO#698559, 698558","As per approved Lab dip#23S-01133-I, Date : 26-04-23, Comments : No more yellower .","1,000.65 ","9,645.00 ",EXPRESS,AKH ECO APPARELS LTD,solid,Solid,Plain,97% Cotton + 3% Elastane.,"8,748.00 ",50,50+40D,SilkySoft,164x78/50x(50+40D),0.00 ,0.00 ,0.00 ,0.00 ,"1,307.00 ","1,429.35 ",1,1,81/3,72,0.00 ,0.00 ,0.00 ,0.00 ,Shohel Rana,0.00 ,0.00 ,0.00 ,0.00 ,,0,0.00 ,,0,No,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,03 Sep 2023,03 Sep 2023,,,,13 Sep 2023,,,,,,,,,,
760,108941,26 Aug 2023,230801875R-2,P230100889,Style# 2213641,Geo Dot White (LT BLUE),"22,357.83 ","22,357.83 ",C&A,Arvind Limited (Garments Exports Division),Pigment Print,Approved Handloom,4/1 Satin,100% BCI Cotton,"8,008.00 ",50,50,ETI (DP Rating: 3.5 to 4),140x90/50x50,"2,525.33 ","1,916.30 ","2,525.33 ","1,916.30 ","24,338.00 ","26,616.28 ",1,1,112/2,71.5,"26,434.42 ",0.00 ,"26,434.42 ",0.00 ,Shakibul Islam,"4,441.63 ",0.00 ,"2,309.15 ","1,752.23 ",,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,08 Sep 2023,08 Sep 2023,,,,16 Sep 2023,,,,,,,,,,
761,108942,26 Aug 2023,230801875R-2,P230100899,Style# 2213641,Geo Dot Lavender,"10,527.12 ","10,527.12 ",C&A,Arvind Limited (Garments Exports Division),Pigment Print,Approved Handloom,4/1 Satin,100% BCI Cotton,"7,992.00 ",50,50,ETI (DP Rating: 3.5 to 4),140x90/50x50,"1,274.69 ",991.34 ,"1,274.69 ",991.34 ,"12,185.00 ","13,325.64 ",1,1,108/2,74,"13,234.33 ",0.00 ,"13,234.33 ",0.00 ,Shakibul Islam,"2,266.03 ",0.00 ,"1,165.56 ",906.52 ,,0,0.00 ,,0,Yes,0.00 ,,General,0.00 ,0.00 ,,,,,,,08 Sep 2023,08 Sep 2023,,,,16 Sep 2023,,,,,,,,,,
762,108942,16 Nov 2023,230801875R-2,P230100899,Style# 2213641,Geo Dot Lavender,"1,955.37 ","10,527.12 ",C&A,Arvind Limited (Garments Exports Division),Pigment Print,Approved Handloom,4/1 Satin,100% BCI Cotton,"7,992.00 ",50,50,ETI (DP Rating: 3.5 to 4),140x90/50x50,287.29 ,214.33 ,287.29 ,214.33 ,"2,554.00 ","2,793.08 ",1,1,108/2,74,"2,921.40 ",0.00 ,"2,921.40 ","2,920.00 ",Shakibul Islam,501.62 ,0.00 ,287.29 ,0.00 ,,0,0.00 ,,0,Yes,0.00 ,,ExcessFabric,0.00 ,0.00 ,,,,,,,08 Sep 2023,08 Sep 2023,,,,16 Sep 2023,,,,,,,,,,
